field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
KMR 460,Miroslav Kupčák,Ariocarpus fissuratus,Mexicó : Zacatecas (Gallegos to San Rafael),NA,NA,NA,clcactus,"Gallegos to San Rafael, Zacatecas, Mexico",direct,21.486114445,-103.097976111
KMR 489,Miroslav Kupčák,Ariocarpus fissuratus,"Mexicó : Durango (Siete Zacates, behind village)",NA,NA,NA,clcactus,"Siete Zacates, behind village, Durango, Mexico",direct,24.539602222,-102.628245278
NPT 264a,Nigel Paul Taylor,Ariocarpus fissuratus  v. lloydii,"North of Estancia Marte, Coahuila, Mexicó 1300m",NA,NA,NA,clcactus,"Estancia Marte, Coahuila, Mexico",direction_only,26.8864425,-101.4044763
NPT 264,Nigel Paul Taylor,Ariocarpus fissuratus  v. lloydii,"Estanzia Marte n 28km, Coahuila, Mexicó 1300m",NA,09/06/09,NA,clcactus,"Estanzia Marte n 28km, Coahuila, Mexico",direct,25.695818055,-101.766312222
NPT 268,Nigel Paul Taylor,Ariocarpus fissuratus,USA  :,NA,09/06/09,NA,clcactus,USA  :,direct,39.7837304,-100.445882
PH 509.011,Paul Hoxey,Ariocarpus fissuratus,"Mexicó : Coahuila (Southern slopes of the Sierra Parras, 1200-1410m)",NA,16/11/03,NA,clcactus,"Southern slopes of the Sierra Parras,, Coahuila, Mexico",direct,25.35098,-102.22095
PH 516.01,Paul Hoxey,Ariocarpus fissuratus,"highway MX30 North of San Pedro de las Colonias, Coahuila, Mexicó 1080-1200m",NA,19/11/03,NA,clcactus,"highway MX30 North of San Pedro de las Colonias, Coahuila, Mexico",direct,25.75602,-102.98385
PH 517.08,Paul Hoxey,Ariocarpus fissuratus,"El Hundido, before Cuatrociénegas, Coahuila, Mexicó 870m",NA,20/11/03,NA,clcactus,"El Hundido, before Cuatrociénegas, Coahuila, Mexico",direct,26.609816389,-102.303569167
PH 518.06,Paul Hoxey,Ariocarpus fissuratus,"North of Cuatrociénegas, Coahuila, Mexicó 840-970m",NA,20/11/03,NA,clcactus,"Cuatrociénegas, Coahuila, Mexico",direction_only,25.4451986,-100.9929376
PH 520.08,Paul Hoxey,Ariocarpus fissuratus,"Mexicó : Coahuila (Zona de Minas, Sierra la Paila, 1300-1450m)",NA,21/11/03,NA,clcactus,"Zona de Minas, Sierra la Paila,, Coahuila, Mexico",direct,25.901326389,-101.742601667
PH 521.06,Paul Hoxey,Ariocarpus fissuratus,"Mexicó : Coahuila (Zona de Minas, Sierra la Paila, 1430m)",NA,22/11/03,NA,clcactus,"Zona de Minas, Sierra la Paila,, Coahuila, Mexico",direct,25.901326389,-101.742601667
PH 522.012,Paul Hoxey,Ariocarpus fissuratus,"South of the Zona de Minas,Sierra la Paila, Coahuila, Mexicó 1360m",NA,22/11/03,NA,clcactus,"the Zona de Minas,Sierra la Paila, Coahuila, Mexico",direction_only,25.901326389,-101.742601667
PH 551.01,Paul Hoxey,Ariocarpus fissuratus,"Sierra la Paila, North of San José de la Paila, Coahuila, Mexicó 1630m",NA,09/11/04,NA,clcactus,"Sierra la Paila, North of San José de la Paila, Coahuila, Mexico",direct,25.716821111,-101.664888333
PH 558.012,Paul Hoxey,Ariocarpus fissuratus,"South of Cuatrociénegas, Coahuila, Mexicó 780-1020m",NA,12/11/04,NA,clcactus,"Cuatrociénegas, Coahuila, Mexico",direction_only,25.4451986,-100.9929376
PD 13,Pavel Duchek,Ariocarpus fissuratus  intermedius,Mexicó : Durango (Las Animas),NA,NA,NA,clcactus,"Las Animas, Durango, Mexico",direct,24.154130278,-104.459520556
PD 43,Pavel Duchek,Ariocarpus fissuratus,Mexicó : Coahuila (Alicante),NA,NA,NA,clcactus,"Alicante, Coahuila, Mexico",direct,27.9398544,-103.5702201
PD 45,Pavel Duchek,Ariocarpus fissuratus,Mexicó : Coahuila (San Jose de Carranza),NA,NA,NA,clcactus,"San Jose de Carranza, Coahuila, Mexico",direct,27.8369512,-103.5605455
PHA   1873,Pavel Heřtus,Ariocarpus fissuratus,Mexicó :  (Quatro Cienegas),NA,2014,NA,clcactus,"Quatro Cienegas, Mexico",direct,26.699103866,-102.298982671
PP 176,Pavel Pavlíček,Ariocarpus fissuratus,USA : Texas (Big Bend),NA,NA,NA,clcactus,"Big Bend, Texas, USA",direct,29.5199108,-98.6861826
PP 352,Pavel Pavlíček,Ariocarpus fissuratus  hintonii,"Mexicó : San Luis Potosi (El Herrero, Matehuala)",NA,ident. pp 406,ident. pp 406,clcactus,"El Herrero, Matehuala, San Luis Potosi, Mexico",direct,23.5760188,-100.674581
PP 353,Pavel Pavlíček,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatrocienegas),NA,NA,NA,clcactus,"Cuatrocienegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
PP 406,Pavel Pavlíček,Ariocarpus fissuratus  hintonii,Mexicó : San Luis Potosi (Matehuala),NA,NA,NA,clcactus,"Matehuala, San Luis Potosi, Mexico",direct,23.5229037,-100.604046
PP 539,Pavel Pavlíček,Ariocarpus fissuratus  intermedius,"Mexicó : Coahuila (by factory, Cuatrocienegas)",NA,NA,NA,clcactus,"by factory, Cuatrocienegas, Coahuila, Mexico",direct,26.98542,-102.06386
PP 555,Pavel Pavlíček,Ariocarpus fissuratus  lloydii,Mexicó : Coahuila (Villa Real),NA,NA,NA,clcactus,"Villa Real, Coahuila, Mexico",direct,28.6923557,-100.58691520000001
PP 565,Pavel Pavlíček,Ariocarpus fissuratus  lloydii,Mexicó : Coahuila (San Raphael),NA,NA,NA,clcactus,"San Raphael, Coahuila, Mexico",direct,25.511260555,-100.676946944
PP 717,Pavel Pavlíček,Ariocarpus fissuratus,USA : Texas (Hot Springs),NA,NA,NA,clcactus,"Hot Springs, Texas, USA",direct,29.1776768,-102.9985803
PP 722,Pavel Pavlíček,Ariocarpus fissuratus,USA : Texas (Terlingua),NA,NA,NA,clcactus,"Terlingua, Texas, USA",direct,29.321586,-103.616019
PP 802,Pavel Pavlíček,Ariocarpus fissuratus,Mexicó : Chihuahua (Coyame),NA,NA,NA,clcactus,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
PP 803,Pavel Pavlíček,Ariocarpus fissuratus  lloydii,Mexicó : Coahuila (Parras),NA,NA,NA,clcactus,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
PP 989,Pavel Pavlíček,Ariocarpus fissuratus  v. lloydii,Mexicó : San Luis Potosi (El Hundido),NA,NA,NA,clcactus,"El Hundido, San Luis Potosi, Mexico",direct,21.7625922,-100.9801842
PP 1010,Pavel Pavlíček,Ariocarpus fissuratus,Mexicó : Coahuila (La Linda),NA,severní forma,severní forma,clcactus,"La Linda, Coahuila, Mexico",direct,29.4494313,-102.8168793
PP 1011,Pavel Pavlíček,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Palmas),NA,NA,NA,clcactus,"Cuatro Palmas, Coahuila, Mexico",direct,32.6281402,-115.4393921
PP 1085,Pavel Pavlíček,Ariocarpus fissuratus  lloydii,Mexicó : Coahuila (East of Viesca),NA,NA,NA,clcactus,"East of Viesca, Coahuila, Mexico",direct,25.221868961,-102.924968307
PP 1112,Pavel Pavlíček,Ariocarpus fissuratus  minimus,USA : Texas (Terlingua),NA,NA,NA,clcactus,"Terlingua, Texas, USA",direct,29.321586,-103.616019
PP 1168,Pavel Pavlíček,Ariocarpus fissuratus  lloydii,Mexicó : Durango (Rio Nazas),NA,NA,NA,clcactus,"Rio Nazas, Durango, Mexico",direct,25.5035637,-103.5344389
PP 1357,Pavel Pavlíček,Ariocarpus fissuratus  lloydii,"Mexicó : Coahuila (La Peňa, srra Parras)",NA,NA,NA,clcactus,"La Peňa, srra Parras, Coahuila, Mexico",direct,25.452269167,-102.586846389
PP 1389,Pavel Pavlíček,Ariocarpus fissuratus  intermedius f. gigant,Mexicó : Coahuila (Sierra de la Paila),NA,NA,NA,clcactus,"Sierra de la Paila, Coahuila, Mexico",direct,25.4214964,-100.9835202
PP 1415,Pavel Pavlíček,Ariocarpus fissuratus,Mexicó : Coahuila (15 km vých Ocampo),NA,NA,NA,clcactus,"15 km vých Ocampo, Coahuila, Mexico",direct,27.9656187,-102.892888915
PP 1469,Pavel Pavlíček,Ariocarpus fissuratus  lloydii,Mexicó : Coahuila (Tanque Menchaca),NA,NA,NA,clcactus,"Tanque Menchaca, Coahuila, Mexico",direct,25.27482,-102.30103
PP 1578,Pavel Pavlíček,Ariocarpus fissuratus,"Mexicó : Coahuila (Ejido Lucio Blanco,)",NA,NA,NA,clcactus,"Ejido Lucio Blanco,, Coahuila, Mexico",direct,26.165299722,-102.188611389
PAR 322,Pavlosek Rostislav,Ariocarpus fissuratus  v. lloydii,"Mexicó : Zacatecas (El Florenio, San Felipe)",NA,22/03/2006,NA,clcactus,"El Florenio, San Felipe, Zacatecas, Mexico",direct,21.256400315358,-102.865884050336
PAR 327,Pavlosek Rostislav,Ariocarpus fissuratus  v. lloydii,Mexicó : Zacatecas (Gallegos),NA,23/03/2006,NA,clcactus,"Gallegos, Zacatecas, Mexico",direct,24.568265,-102.0645478
PAR 345,Pavlosek Rostislav,Ariocarpus fissuratus,"Mexicó : Coahuila (El Capulin, Sierra El Capulin, North of Monclova)",NA,27/03/2006,NA,clcactus,"El Capulin, Sierra El Capulin, North of Monclova, Coahuila, Mexico",direct,26.903708121,-101.420966273
PAR 346,Pavlosek Rostislav,Ariocarpus fissuratus,"Mexicó : Coahuila (El Capulin, Sierra El Capulin, North of Monclova)",NA,27/03/2006,NA,clcactus,"El Capulin, Sierra El Capulin, North of Monclova, Coahuila, Mexico",direct,26.903708121,-101.420966273
PAR 348,Pavlosek Rostislav,Ariocarpus fissuratus,"Mexicó : Coahuila (Echido Nuevo Sacramento, Sierra El Capulin, North of Monclova)",NA,28/03/2006,NA,clcactus,"Echido Nuevo Sacramento, Sierra El Capulin, North of Monclova, Coahuila, Mexico",direct,26.778787778,-101.041768611
PAR 349,Pavlosek Rostislav,Ariocarpus fissuratus,Mexicó : Coahuila (Los Charcos),NA,28/03/2006,small form,clcactus,"Los Charcos, Coahuila, Mexico",direct,28.3300679,-100.7378698
PA 0221,Petr Antálek,Ariocarpus fissuratus  v.,"Mexicó : San Luis Potosí (El Herrero, 1513 m)",NA,2011,NA,clcactus,"El Herrero,, San Luis Potosí, Mexico",direct,23.5760188,-100.674581
PA 0524,Petr Antálek,Ariocarpus fissuratus  v. intermedius,"Mexicó : Coahuila (Laguna de Mayrán II, severní okraj, 1127 m)",NA,2012,NA,clcactus,"Laguna de Mayrán II, severní okraj,, Coahuila, Mexico",direct,25.82684,-102.53217
PA 0574,Petr Antálek,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Parras de La Fuente II, 1594 m)",NA,2012,NA,clcactus,"Parras de La Fuente II,, Coahuila, Mexico",direct,25.4436602,-102.1782179
PA 0613,Petr Antálek,Ariocarpus fissuratus  v. intermedius,"Mexicó : Coahuila (8 km za Bouillas del Refugio, 1300 m)",NA,2012,NA,clcactus,"8 km za Bouillas del Refugio,, Coahuila, Mexico",direct,25.553074166,-102.470506667
PA 0622,Petr Antálek,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (El Amparo I, 1200 m)",NA,2012,NA,clcactus,"El Amparo I,, Coahuila, Mexico",direct,26.681671944,-102.484605556
PA 0638,Petr Antálek,Ariocarpus fissuratus  v. intermedius,"Mexicó : Coahuila (20 km severovýchodne od Viesca I, 1145 m)",NA,2012,NA,clcactus,"20 km severovýchodne od Viesca I,, Coahuila, Mexico",direct,27.903846018,-101.166105947
PA 0649,Petr Antálek,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (20 km severovýchodne od Viesca II, 1159 m)",NA,2012,NA,clcactus,"20 km severovýchodne od Viesca II,, Coahuila, Mexico",direct,27.899669374,-101.156487406
PA 0725,Petr Antálek,Ariocarpus fissuratus,"Mexicó : Coahuila (El Hundido, 857 m)",NA,2012,NA,clcactus,"El Hundido,, Coahuila, Mexico",direct,26.6095619,-102.3034754
PA 0729,Petr Antálek,Ariocarpus fissuratus  v. intermedius,"Mexicó : Coahuila (Cuatrocienegas, 3 km západne, 735 m)",NA,2012,NA,clcactus,"Cuatrocienegas, 3 km západne,, Coahuila, Mexico",direct,28.686112607217,-100.542698093011
PA 1458,Petr Antálek,Ariocarpus fissuratus,"Mexicó : Coahuila (Severní Coahuila, 1129 m)",NA,30/10/2014,NA,clcactus,"Severní Coahuila,, Coahuila, Mexico",direct,28.541528055,-100.486245833
PA 1469,Petr Antálek,Ariocarpus fissuratus,"Mexicó : Coahuila (12 km západne od Ocampo, 1501 m)",NA,1/11/2014,NA,clcactus,"12 km západne od Ocampo,, Coahuila, Mexico",direct,27.9656187,-102.892888915
PA 1506,Petr Antálek,Ariocarpus fissuratus,"Mexicó : Durango (Bermejillo, 1162 m)",NA,3/11/2014,NA,clcactus,"Bermejillo,, Durango, Mexico",direct,25.8898063,-103.6195205
PA 1518,Petr Antálek,Ariocarpus fissuratus  v. lloydii,"Mexicó : Durango (Západne od Nazas, 1398 m)",NA,3/11/2014,NA,clcactus,"Západne od Nazas,, Durango, Mexico",direct,25.247098329,-104.077685861
PC 24,Petr Česal,Ariocarpus fissuratus,"Flat limestone rocks, gravel, Cuatrocienegas, Coahuila, Mexicó",NA,NA,NA,clcactus,"Flat limestone rocks, gravel, Cuatrocienegas, Coahuila, Mexico",direct,26.98542,-102.06386
PC 26,Petr Česal,Ariocarpus fissuratus,"Low hills, gravel, Ocampo, Coahuila, Mexicó",NA,NA,NA,clcactus,"Low hills, gravel, Ocampo, Coahuila, Mexico",direct,27.9656187,-102.892888915
PC 40,Petr Česal,Ariocarpus fissuratus  v. lloydii,"Limestone gravel, without vegetation, Parras, Coahuila, Mexicó",NA,NA,NA,clcactus,"Limestone gravel, without vegetation, Parras, Coahuila, Mexico",direct,25.503871718,-102.114668029
PS 050,Potemkin Sergey,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Cienegas),NA,NA,NA,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
PS 051,Potemkin Sergey,Ariocarpus fissuratus,Mexicó : Coahuila (west of Ocampo),NA,NA,NA,clcactus,"west of Ocampo, Coahuila, Mexico",direct,27.9656187,-102.892888915
PS 243,Potemkin Sergey,Ariocarpus fissuratus,Mexicó : Coahuila (El Hundido),NA,NA,NA,clcactus,"El Hundido, Coahuila, Mexico",direct,26.6095619,-102.3034754
RP 92,Ralph Peters,Ariocarpus fissuratus,USA : Texas (Brewster County),NA,avr-92,NA,clcactus,"Brewster County, Texas, USA",direct,29.8462742,-103.2400734
RP 160,Ralph Peters,Ariocarpus fissuratus,USA : Texas (West of Terlingua  Brewster),NA,11/10,NA,clcactus,"West of Terlingua  Brewster, Texas, USA",direct,29.319294,-103.606638
RS 279,Roman Staník,Ariocarpus fissuratus  v. hintonii,"Mexicó : San Luis Potosi (Palmas , before Matehuala)",NA,30/04/1993,NA,clcactus,"Palmas , before Matehuala, San Luis Potosi, Mexico",direct,23.595880556,-100.657021111
RS 392,Roman Staník,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Parras),NA,NA,NA,clcactus,"Parras, Coahuila, Mexico",direct,25.591946,-102.3839713
RS 420,Roman Staník,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Cienegas),NA,13/05/1993,NA,clcactus,"Cuatro Cienegas, Coahuila, Mexico",direct,26.6665018,-102.3791854
RS 581A,Roman Staník,Ariocarpus fissuratus,"Mexicó : Coahuila (km162 , direction to Cuatro Ciénegas)",NA,NA,NA,clcactus,"km162 , direction to Cuatro Ciénegas, Coahuila, Mexico",direct,26.699103866,-102.298982671
RS 1088,Roman Staník,Ariocarpus fissuratus  v. intermedius,Mexicó : Durango (San Rafael),NA,NA,NA,clcactus,"San Rafael, Durango, Mexico",direct,24.320821,-104.7690479
RS 1118,Roman Staník,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (first slope of Paila right from the road, terrace behind Estacion Marte)",NA,NA,NA,clcactus,"first slope of Paila right from the road, terrace behind Estacion Marte, Coahuila, Mexico",direct,25.695818055,-101.766312222
RS 1134,Roman Staník,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Paila, 30.5km from camping in Pareñ os)",NA,NA,NA,clcactus,"Paila, 30.5km from camping in Pareñ os, Coahuila, Mexico",direct,25.649868333,-102.146839167
RS 1255,Roman Staník,Ariocarpus fissuratus,"Mexicó : Coahuila (before Ejido Nuevo Yucatan, Paila)",NA,28/06/2004,NA,clcactus,"before Ejido Nuevo Yucatan, Paila, Coahuila, Mexico",direct,25.941991389,-101.759896667
RS 2047,Roman Staník,Ariocarpus fissuratus,USA :,NA,28/06/2009,NA,clcactus,USA :,direct,39.7837304,-100.445882
RS 2054,Roman Staník,Ariocarpus fissuratus,USA :,NA,29/06/2009,NA,clcactus,USA :,direct,39.7837304,-100.445882
RUS 346,Safronov Evgeny,Ariocarpus fissuratus,Mexicó : Coahuila (Ocampo),NA,NA,NA,clcactus,"Ocampo, Coahuila, Mexico",direct,28.0529459,-102.9729103
RUS 347,Safronov Evgeny,Ariocarpus fissuratus,Mexicó : Coahuila (Rancho Las Pacas),NA,NA,NA,clcactus,"Rancho Las Pacas, Coahuila, Mexico",direct,27.344901389,-102.620961111
RUS 393,Safronov Evgeny,Ariocarpus fissuratus,Mexicó : Coahuila (San Miguel),NA,10/2013,NA,clcactus,"San Miguel, Coahuila, Mexico",direct,25.6991232,-102.9494602
RUS 453,Safronov Evgeny,Ariocarpus fissuratus,Mexicó : Coahuilla (Region Acuna),NA,30/10/2014,NA,clcactus,"Region Acuna, Coahuilla, Mexico",direct,29.32322,-100.95217
RUS 454,Safronov Evgeny,Ariocarpus fissuratus,Mexicó : Coahuilla (El Hundido),NA,02/11/2014,NA,clcactus,"El Hundido, Coahuilla, Mexico",direct,26.609816389,-102.303569167
RUS 474,Safronov Evgeny,Ariocarpus fissuratus  v. hintonii,"Mexicó : San Luis Potosi (Sierra Jicote, 1814 m)",NA,NA,NA,clcactus,"Sierra Jicote,, San Luis Potosi, Mexico",direct,22.939423055,-100.122638611
SB 403,Steven (Steve) Brack,Ariocarpus fissuratus,USA : Texas (Crockett County),NA,NA,NA,clcactus,"Crockett County, Texas, USA",direct,30.6517377,-101.3766686
SB 413,Steven (Steve) Brack,Ariocarpus fissuratus,USA : Texas (Brewster County),NA,NA,NA,clcactus,"Brewster County, Texas, USA",direct,29.8462742,-103.2400734
SB 503,Steven (Steve) Brack,Ariocarpus fissuratus  v. intermedius,Mexicó : Coahuila (State Capital),NA,NA,NA,clcactus,"State Capital, Coahuila, Mexico",direct,26.9292,-101.4138
SB 1156,Steven (Steve) Brack,Ariocarpus fissuratus  v. lloydii,Mexicó : Durango (Rodeo),NA,NA,NA,clcactus,"Rodeo, Durango, Mexico",direct,25.1953827,-104.578476
SB 1568,Steven (Steve) Brack,Ariocarpus fissuratus  v. hintonii,Mexicó :  (South-West of Matehuala),NA,NA,NA,clcactus,"South-West of Matehuala, Mexico",direct,23.665167239339,-100.638603158593
DU 3,Ulrich Dosedal,Ariocarpus fissuratus,"on hill, about 30km West of Cuatrocienegas up to Microonda, Coahuila, Mexicó",NA,NA,NA,clcactus,"on hill, about 30km West of Cuatrocienegas up to Microonda, Coahuila, Mexico",direct,26.98542,-102.06386
DU 6,Ulrich Dosedal,Ariocarpus fissuratus  v. hintonii,"La Palma, South of Matehuala, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"La Palma, South of Matehuala, San Luis Potosi, Mexico",direct,23.650942671256,-100.636304473615
DU 88,Ulrich Dosedal,Ariocarpus fissuratus  v. lloydii,"El Amparo 500m towards Parras, Coahuila, Mexicó",NA,NA,NA,clcactus,"El Amparo  towards Parras, Coahuila, Mexico",direct,25.452269167,-102.586846389
DU 89,Ulrich Dosedal,Ariocarpus fissuratus  v. intermedius ?,"Cuatrocienegas MEX30 towards San Pedro, near """"balneario"""", Coahuila, Mexicó",NA,NA,NA,clcactus,"Cuatrocienegas MEX30 towards San Pedro, near """"balneario"""", Coahuila, Mexico",direct,26.76771,-101.484684722
DU 107,Ulrich Dosedal,Ariocarpus fissuratus  sp.,"A bit east of the Northern road, about 20 to 30km North of Estancia Marte Coahuila, Mexicó",NA,NA,NA,clcactus,"A bit east of the Northern road, about 20 to 30km North of Estancia Marte Coahuila, Mexico",direct,25.695818055,-101.766312222
DU 119,Ulrich Dosedal,Ariocarpus fissuratus,"km 44 of the Road to the West of the Microwave tower at Cuatro Cienegas, Coahuila, Mexicó",NA,NA,NA,clcactus,"km 44 of the Road to the West of the Microwave tower at Cuatro Cienegas, Coahuila, Mexico",direct,26.699103866,-102.298982671
DU 132,Ulrich Dosedal,Ariocarpus fissuratus ssp. lloydii,"Hill at Western edge of Parras, Coahuila, Mexicó 1185m",NA,NA,NA,clcactus,"Hill at Western edge of Parras, Coahuila, Mexico",direct,25.4357272522,-102.160091575944
DU 133,Ulrich Dosedal,Ariocarpus fissuratus ssp. intermedius ?,"Towards Chem. El Ray, North of San Pedro de Las Colonias, Coahuila, Mexicó 1321m",NA,NA,NA,clcactus,"Towards Chem. El Ray, North of San Pedro de Las Colonias, Coahuila, Mexico",direct,25.75602,-102.98385
VS 179,Vladimir Sorma,Ariocarpus fissuratus,USA : Texas (4km North of Hot Springs),NA,NA,NA,clcactus,"4km North of Hot Springs, Texas, USA",direct,47.688984518351,-114.668864998456
VM 248,Vojtech Myšák,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatrociénegas),NA,NA,NA,clcactus,"Cuatrociénegas, Coahuila, Mexico",direct,25.4451986,-100.9929376
VM 284,Vojtech Myšák,Ariocarpus fissuratus  v. hintonii,Mexicó : San Luis Potosí (El Herero),NA,NA,NA,clcactus,"El Herero, San Luis Potosí, Mexico",direct,32.512112566054,-117.042441884512
VM 298,Vojtech Myšák,Ariocarpus fissuratus,Mexicó : Chihuahua (Coyame),NA,NA,NA,clcactus,"Coyame, Chihuahua, Mexico",direct,29.4615113,-105.0946093
VM 301,Vojtech Myšák,Ariocarpus fissuratus  v. lloydii,Mexicó : Coahuila (Sierra de Parras),NA,NA,NA,clcactus,"Sierra de Parras, Coahuila, Mexico",direct,25.375884,-100.9757705
VM 435,Vojtech Myšák,Ariocarpus fissuratus,Mexicó : Coahuila (Cuatro Palmas),NA,NA,NA,clcactus,"Cuatro Palmas, Coahuila, Mexico",direct,32.6281402,-115.4393921
REP 445,Werner Reppenhagen,Ariocarpus fissuratus,"Mexicó : Coahuila (Ojo Caliente, 1600m)",NA,07/09/1971,NA,clcactus,"Ojo Caliente,, Coahuila, Mexico",direct,25.6214308,-100.8375014
REPP 445,Werner Reppenhagen,Ariocarpus fissuratus,"Mexicó : Coahuila (Ojo Caliente, 1600m)",NA,07/09/1971,NA,clcactus,"Ojo Caliente,, Coahuila, Mexico",direct,25.6214308,-100.8375014
REPP 454,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Parras, 1600m)",NA,10/09/1971,NA,clcactus,"Parras,, Coahuila, Mexico",direct,25.591946,-102.3839713
REP 454,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Parras, 1600m)",NA,10/09/1971,NA,clcactus,"Parras,, Coahuila, Mexico",direct,25.591946,-102.3839713
REPP 485,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Perote by Parras, 1600m)",NA,13/09/1971,NA,clcactus,"Perote by Parras,, Coahuila, Mexico",direct,25.44112,-102.21234
REP 485,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Perote by Parras, 1600m)",NA,13/09/1971,NA,clcactus,"Perote by Parras,, Coahuila, Mexico",direct,25.44112,-102.21234
REP 500,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Quatro Cienegas, 900m)",NA,16/09/1971,NA,clcactus,"Quatro Cienegas,, Coahuila, Mexico",direct,26.9867564,-102.0659749
REPP 500,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Quatro Cienegas, 900m)",NA,16/09/1971,NA,clcactus,"Quatro Cienegas,, Coahuila, Mexico",direct,26.9867564,-102.0659749
REP 510,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Quatro Cienegas, 800m)",NA,17/09/1971,NA,clcactus,"Quatro Cienegas,, Coahuila, Mexico",direct,26.9867564,-102.0659749
REPP 510,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Quatro Cienegas, 800m)",NA,17/09/1971,NA,clcactus,"Quatro Cienegas,, Coahuila, Mexico",direct,26.9867564,-102.0659749
REPP 1083D,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Parras, 1600m)",NA,18/11/1975,NA,clcactus,"Parras,, Coahuila, Mexico",direct,25.591946,-102.3839713
REP 1083D,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Parras, 1600m)",NA,18/11/1975,NA,clcactus,"Parras,, Coahuila, Mexico",direct,25.591946,-102.3839713
REPP 1186,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Cuatro Cienegas, 800m)",NA,24/11/1976,NA,clcactus,"Cuatro Cienegas,, Coahuila, Mexico",direct,26.6665018,-102.3791854
REP 1186,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Cuatro Cienegas, 800m)",NA,24/11/1976,NA,clcactus,"Cuatro Cienegas,, Coahuila, Mexico",direct,26.6665018,-102.3791854
REP 1196A,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Ocampo, 1350m)",NA,26/11/1976,NA,clcactus,"Ocampo,, Coahuila, Mexico",direct,28.0529459,-102.9729103
REPP 1196A,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Ocampo, 1350m)",NA,26/11/1976,NA,clcactus,"Ocampo,, Coahuila, Mexico",direct,28.0529459,-102.9729103
REP 1216B,Werner Reppenhagen,Ariocarpus fissuratus,"Mexicó : Nuevo León (Huasteca Canon, 900m)",NA,04/12/1976,NA,clcactus,"Huasteca Canon,, Nuevo León, Mexico",direct,25.6544318,-100.4594525
REPP 1216B,Werner Reppenhagen,Ariocarpus fissuratus,"Mexicó : Nuevo León (Huasteca Canon, 900m)",NA,04/12/1976,NA,clcactus,"Huasteca Canon,, Nuevo León, Mexico",direct,25.6544318,-100.4594525
REPP 2288,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Cuatro Cienegas, 800m)",NA,02/07/1989,NA,clcactus,"Cuatro Cienegas,, Coahuila, Mexico",direct,26.6665018,-102.3791854
REP 2288,Werner Reppenhagen,Ariocarpus fissuratus  v. lloydii,"Mexicó : Coahuila (Cuatro Cienegas, 800m)",NA,02/07/1989,NA,clcactus,"Cuatro Cienegas,, Coahuila, Mexico",direct,26.6665018,-102.3791854
WCO 48,Wolfgang Colotti,Ariocarpus fissuratus,"South of Durango, Mexicó",NA,25/05/09,NA,clcactus,"Durango, Mexico",direction_only,24.833333,-104.833333
WTH 93,Wolter ten Hoeve,Ariocarpus fissuratus  v. intermedius,"Almost on top of the hill to the South-East of Antiguos Mineras del Norte, Coahuila, Mexicó",NA,2001,NA,clcactus,"Almost on top of the hill to the South-East of Antiguos Mineras del Norte, Coahuila, Mexico",direct,26.784403889,-102.001455833
